in:Angle,in:North_shade_depth,in:East_shade_depth,in:South_shade_depth,in:West_shade_depth,in:shade_count,out:cooling load intensity,out:heating load intensity,img
45,.1,.1,.2,.3,6,40.926407071,4.744657047,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.1,.1,.2,.3,6,40.927424697,4.753233866,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.2,.1,.2,.3,6,41.801995571,4.484299647,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.2,.1,.2,.3,6,41.027845293,4.706302119,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.2,.1,.2,.3,6,40.788304121,4.756782671,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.2,.1,.2,.3,6,40.767238612,4.767537938,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.3,.1,.2,.3,6,41.762382087,4.486709186,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.3,.1,.2,.3,6,40.95722844,4.713187921,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.3,.1,.2,.3,6,40.745447237,4.76100624,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.3,.1,.2,.3,6,40.755898749,4.768103994,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.4,.1,.2,.3,6,41.732057765,4.488789936,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.4,.1,.2,.3,6,40.922978735,4.716491102,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.4,.1,.2,.3,6,40.742592653,4.760553946,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.4,.1,.2,.3,6,40.753073678,4.767681959,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.1,.2,.2,.3,6,41.5199313,4.530483504,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.1,.2,.2,.3,6,40.753650075,4.76690055,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.1,.2,.2,.3,6,40.521238026,4.820100077,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.1,.2,.2,.3,6,40.449187181,4.837454454,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.2,.2,.2,.3,6,41.459662334,4.53375073,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.2,.2,.2,.3,6,40.643220716,4.775898563,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.2,.2,.2,.3,6,40.382346971,4.832658532,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.2,.2,.2,.3,6,40.287910856,4.852343781,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.3,.2,.2,.3,6,41.419804912,4.536271288,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.3,.2,.2,.3,6,40.572290912,4.782978447,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.3,.2,.2,.3,6,40.339298508,4.837013413,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.3,.2,.2,.3,6,40.276506895,4.852939731,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.4,.2,.2,.3,6,41.38941598,4.538432216,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.4,.2,.2,.3,6,40.537894391,4.786378667,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.4,.2,.2,.3,6,40.336433721,4.836557662,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.4,.2,.2,.3,6,40.273668059,4.852511836,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.1,.3,.2,.3,6,41.372635918,4.557417376,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.1,.3,.2,.3,6,40.638678959,4.791040052,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.1,.3,.2,.3,6,40.46433044,4.829888293,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.1,.3,.2,.3,6,40.429394611,4.839594737,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.2,.3,.2,.3,6,41.312121588,4.560738418,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.2,.3,.2,.3,6,40.52808033,4.800143737,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.2,.3,.2,.3,6,40.325364988,4.842530242,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.2,.3,.2,.3,6,40.268089601,4.854507486,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.3,.3,.2,.3,6,41.272166149,4.56329813,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.3,.3,.2,.3,6,40.457080424,4.807299358,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.3,.3,.2,.3,6,40.282267684,4.846909958,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.3,.3,.2,.3,6,40.256684837,4.855105778,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.4,.3,.2,.3,6,41.241713375,4.565499296,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.4,.3,.2,.3,6,40.422657719,4.810743564,Angle25_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.4,.3,.2,.3,6,40.279401188,4.84645176,Angle45_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.4,.3,.2,.3,6,40.253844557,4.85467548,Angle65_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.1,.4,.2,.3,6,41.29726199,4.573054133,Angle0_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.1,.4,.2,.3,6,40.594923783,4.796681458,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.1,.4,.2,.3,6,40.452324099,4.831002,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.1,.4,.2,.3,6,40.418133843,4.840595179,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.2,.4,.2,.3,6,41.236737558,4.576415769,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.2,.4,.2,.3,6,40.484282293,4.805825347,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.2,.4,.2,.3,6,40.313344212,4.843652578,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.2,.4,.2,.3,6,40.256814032,4.855521494,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.3,.4,.2,.3,6,41.196738849,4.57900897,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.3,.4,.2,.3,6,40.413248667,4.813010173,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.3,.4,.2,.3,6,40.270244607,4.848038929,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.3,.4,.2,.3,6,40.245409267,4.856117863,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.4,.4,.2,.3,6,41.166262652,4.5812329,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
25,.4,.4,.2,.3,6,40.378810101,4.816458979,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
45,.4,.4,.2,.3,6,40.267378099,4.847578591,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
65,.4,.4,.2,.3,6,40.24256797,4.855687638,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.3_shade_count6.png
0,.1,.1,.3,.3,6,41.793429599,4.581927885,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.1,.1,.3,.3,6,41.053305671,4.71988394,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.1,.1,.3,.3,6,40.870141894,4.753989656,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.1,.1,.3,.3,6,40.904027978,4.757934995,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.2,.1,.3,.3,6,41.733530177,4.58500066,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.2,.1,.3,.3,6,40.943436655,4.72856993,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.2,.1,.3,.3,6,40.732039135,4.766113702,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.2,.1,.3,.3,6,40.743842827,4.77223897,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.3,.1,.3,.3,6,41.693916808,4.587409095,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.3,.1,.3,.3,6,40.87281901,4.735446818,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.3,.1,.3,.3,6,40.689182914,4.770337062,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.3,.1,.3,.3,6,40.73250303,4.772805029,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.4,.1,.3,.3,6,41.663592171,4.589490348,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.4,.1,.3,.3,6,40.838569288,4.738750218,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.4,.1,.3,.3,6,40.686328333,4.769884817,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.4,.1,.3,.3,6,40.729677937,4.772382994,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.1,.2,.3,.3,6,41.451523838,4.632655496,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.1,.2,.3,.3,6,40.669180986,4.789538655,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.1,.2,.3,.3,6,40.464910839,4.829684619,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.1,.2,.3,.3,6,40.425770255,4.842267596,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.2,.2,.3,.3,6,41.391254868,4.635924775,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.2,.2,.3,.3,6,40.558752292,4.798538345,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.2,.2,.3,.3,6,40.3260021,4.842244354,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.2,.2,.3,.3,6,40.264494003,4.857157557,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.3,.2,.3,.3,6,41.351397438,4.638444382,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.3,.2,.3,.3,6,40.487822508,4.805617941,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.3,.2,.3,.3,6,40.282953629,4.846608595,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.3,.2,.3,.3,6,40.253090043,4.857753512,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.4,.2,.3,.3,6,41.320959545,4.640604234,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.4,.2,.3,.3,6,40.453426703,4.809019267,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.4,.2,.3,.3,6,40.280088848,4.846152824,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.4,.2,.3,.3,6,40.250251207,4.857325626,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.1,.3,.3,.3,6,41.304181446,4.660428685,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.1,.3,.3,.3,6,40.554139229,4.813820679,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.1,.3,.3,.3,6,40.408000604,4.839520333,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.1,.3,.3,.3,6,40.405976018,4.844410477,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.2,.3,.3,.3,6,41.243668788,4.663738203,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.2,.3,.3,.3,6,40.443539835,4.822924027,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.2,.3,.3,.3,6,40.269017514,4.852161286,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.2,.3,.3,.3,6,40.244671109,4.859323881,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.3,.3,.3,.3,6,41.203713634,4.666299672,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.3,.3,.3,.3,6,40.372539228,4.83008031,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.3,.3,.3,.3,6,40.22593819,4.856541084,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.3,.3,.3,.3,6,40.233266344,4.859922177,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.4,.3,.3,.3,6,41.173261104,4.668497514,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.4,.3,.3,.3,6,40.338117173,4.833535102,Angle25_North_shade_depth.4_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.4,.3,.3,.3,6,40.223071693,4.856082895,Angle45_North_shade_depth.4_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.4,.3,.3,.3,6,40.230426065,4.859491881,Angle65_North_shade_depth.4_East_shade_depth.3_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.1,.4,.3,.3,6,41.228815108,4.676491302,Angle0_North_shade_depth.1_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.1,.4,.3,.3,6,40.510380743,4.819519325,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.1,.4,.3,.3,6,40.395991755,4.840640374,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.1,.4,.3,.3,6,40.394715744,4.845411889,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.2,.4,.3,.3,6,41.168292166,4.679849603,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.2,.4,.3,.3,6,40.399738535,4.828662654,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.2,.4,.3,.3,6,40.256994276,4.853292283,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.2,.4,.3,.3,6,40.23339603,4.860338865,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.3,.4,.3,.3,6,41.128294178,4.68243748,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.3,.4,.3,.3,6,40.328704911,4.835850885,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.3,.4,.3,.3,6,40.213912635,4.857678666,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.3,.4,.3,.3,6,40.221991266,4.860935237,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.4,.4,.3,.3,6,41.097818485,4.684660525,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
25,.4,.4,.3,.3,6,40.294249125,4.839307827,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
45,.4,.4,.3,.3,6,40.211046126,4.857218331,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
65,.4,.4,.3,.3,6,40.219149968,4.860505026,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count6.png
0,.1,.1,.4,.3,6,41.751495918,4.601750301,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.1,.1,.4,.3,6,41.007636676,4.727046356,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.1,.1,.4,.3,6,40.855326649,4.75796427,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.1,.1,.4,.3,6,40.889895843,4.761716398,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.2,.1,.4,.3,6,41.691596488,4.604820981,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.2,.1,.4,.3,6,40.897768823,4.735725013,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.2,.1,.4,.3,6,40.717225633,4.770088015,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.2,.1,.4,.3,6,40.729710706,4.776021604,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.3,.1,.4,.3,6,41.651983116,4.60722944,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.3,.1,.4,.3,6,40.827151176,4.742601928,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.3,.1,.4,.3,6,40.674368718,4.774311375,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.3,.1,.4,.3,6,40.718370909,4.776587665,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.4,.1,.4,.3,6,41.621658475,4.609310545,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.4,.1,.4,.3,6,40.792901619,4.745904481,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.4,.1,.4,.3,6,40.671514137,4.77385913,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.4,.1,.4,.3,6,40.715545815,4.77616563,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.1,.2,.4,.3,6,41.409551441,4.652673324,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.1,.2,.4,.3,6,40.623502605,4.796872736,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.1,.2,.4,.3,6,40.450117484,4.83372713,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.1,.2,.4,.3,6,40.41168838,4.846114297,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.2,.2,.4,.3,6,41.34928247,4.655934166,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.2,.2,.4,.3,6,40.513073221,4.80587245,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.2,.2,.4,.3,6,40.311208935,4.846285043,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.2,.2,.4,.3,6,40.250410725,4.861003411,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.3,.2,.4,.3,6,41.309427701,4.658453935,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.3,.2,.4,.3,6,40.44214344,4.812952082,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.3,.2,.4,.3,6,40.268160468,4.850649463,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.3,.2,.4,.3,6,40.239006877,4.861599385,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.4,.2,.4,.3,6,41.278990903,4.66061378,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.4,.2,.4,.3,6,40.407747849,4.816353752,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.4,.2,.4,.3,6,40.265295686,4.850193681,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.4,.2,.4,.3,6,40.23616801,4.861171479,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.1,.3,.4,.3,6,41.262209591,4.680568306,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.1,.3,.4,.3,6,40.508421716,4.821224406,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.1,.3,.4,.3,6,40.393209779,4.843568244,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.1,.3,.4,.3,6,40.391895226,4.84825975,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.2,.3,.4,.3,6,41.201697878,4.683880232,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.2,.3,.4,.3,6,40.397822322,4.830327799,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.2,.3,.4,.3,6,40.254226779,4.85620989,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.2,.3,.4,.3,6,40.230588947,4.863174338,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.3,.3,.4,.3,6,41.161742724,4.686441715,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
25,.3,.3,.4,.3,6,40.326803805,4.837487154,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
45,.3,.3,.4,.3,6,40.211147457,4.860588003,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
65,.3,.3,.4,.3,6,40.219184346,4.863773283,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
0,.4,.3,.4,.3,6,41.131290199,4.68863947,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count6.png
